product name full,product link,price,review-count,thumbnail,categories,subcategories
Shimano WH-R9100-C24-CL Dura Ace Carbon Wheelset,https://www.bike-components.de/en/Shimano/WH-R9100-C24-CL-Dura-Ace-Carbon-Wheelset-p51443/,881.51 €,,,Wheels,"700c (28"") Wheels"
Shimano WH-R9170-C60-TU Dura Ace Disc Center Lock Carbon Wheels,https://www.bike-components.de/en/Shimano/WH-R9170-C60-TU-Dura-Ace-Disc-Center-Lock-Carbon-Wheels-p51446/,"2,100.00 €",,,Wheels,"700c (28"") Wheels"
Shimano WH-R9170-C40-TU Dura Ace Center Lock Disc Carbon Wheels,https://www.bike-components.de/en/Shimano/WH-R9170-C40-TU-Dura-Ace-Center-Lock-Disc-Carbon-Wheels-p51447/,"1,931.93 €",,https://static.bike-components.de/cache/p/s1/5/1/Shimano-WH-R9170-C40-TU-Dura-Ace-Center-Lock-Disc-Carbon-Wheels-51447-0-1534761655.jpeg,Wheels,"700c (28"") Wheels"
Shimano WH-R9170-C60-TU Dura Ace Disc Center Lock Carbon Wheels,https://www.bike-components.de/en/Shimano/WH-R9170-C60-TU-Dura-Ace-Disc-Center-Lock-Carbon-Wheels-p51448/,"2,100.00 €",,https://static.bike-components.de/cache/p/s1/5/1/Shimano-WH-R9170-C60-TU-Dura-Ace-Disc-Center-Lock-Carbon-Wheels-51448-0-1481256567.jpeg,Wheels,"700c (28"") Wheels"
Shimano WH-R9170-C40-TL Dura Ace Disc Center Lock Carbon Wheels,https://www.bike-components.de/en/Shimano/WH-R9170-C40-TL-Dura-Ace-Disc-Center-Lock-Carbon-Wheels-p51460/,"1,553.78 €",1,https://static.bike-components.de/cache/p/s1/5/1/Shimano-WH-R9170-C40-TL-Dura-Ace-Disc-Center-Lock-Carbon-Wheels-51460-0-1482926919.jpeg,Wheels,"700c (28"") Wheels"
Mavic Ksyrium Pro Carbon SL C WTS Center Lock Disc Wheelset,https://www.bike-components.de/en/Mavic/Ksyrium-Pro-Carbon-SL-C-WTS-Center-Lock-Disc-Wheelset-p51864/,"1,343.70 €",,https://static.bike-components.de/cache/p/s1/5/1/Mavic-Ksyrium-Pro-Carbon-SL-C-WTS-Center-Lock-Disc-Wheelset-51864-0-1481262227.jpeg,Wheels,"700c (28"") Wheels"
Mavic Cosmic Pro Carbon SL T WTS Wheelset,https://www.bike-components.de/en/Mavic/Cosmic-Pro-Carbon-SL-T-WTS-Wheelset-p51875/,"1,175.63 €",,https://static.bike-components.de/cache/p/s1/5/1/Mavic-Cosmic-Pro-Carbon-SL-T-WTS-Wheelset-51875-0-1481267748.jpeg,Wheels,"700c (28"") Wheels"
Campagnolo Shamal Mille Wheelset,https://www.bike-components.de/en/Campagnolo/Shamal-Mille-Wheelset-p52371/,923.53 €,,https://static.bike-components.de/cache/p/s1/5/2/Campagnolo-Shamal-Mille-Wheelset-52371-0-1481256087.jpeg,Wheels,"700c (28"") Wheels"
crankbrothers Zinc 3 Disc 6-bolt Wheelset,https://www.bike-components.de/en/crankbrothers/Zinc-3-Disc-6-bolt-Wheelset-p52944/,486.55 €,,https://static.bike-components.de/cache/p/s1/5/2/crankbrothers-Zinc-3-Disc-6-bolt-Wheelset-52944-0-1486019685.jpeg,Wheels,"700c (28"") Wheels"
Zipp 454 NSW Disc Center Lock Carbon Clincher Wheelset,https://www.bike-components.de/en/Zipp/454-NSW-Disc-Center-Lock-Carbon-Clincher-Wheelset-p57171/,"from  2,940.34€",,https://static.bike-components.de/cache/p/s1/5/7/Zipp-454-NSW-Disc-Center-Lock-Carbon-Clincher-Wheelset-57171-0-1499066271.jpeg,Wheels,"700c (28"") Wheels"
DT Swiss ARC 1100 DICUT® 80 Road Wheelset,https://www.bike-components.de/en/DT-Swiss/ARC-1100-DICUT-80-Road-Wheelset-p57892/,"1,553.78 €",,https://static.bike-components.de/cache/p/s1/5/7/DT-Swiss-ARC-1100-DICUT-80-Road-Wheelset-57892-0-1496321456.jpeg,Wheels,"700c (28"") Wheels"
DT Swiss ARC 1100 DICUT® DB 62 Road Laufradsatz,https://www.bike-components.de/en/DT-Swiss/ARC-1100-DICUT-DB-62-Road-Laufradsatz-p57898/,"1,553.78 €",1,https://static.bike-components.de/cache/p/s1/5/7/DT-Swiss-ARC-1100-DICUT-DB-62-Road-Laufradsatz-57898-0-1496142399.jpeg,Wheels,"700c (28"") Wheels"
"SON 28 Disc 6-Loch + XM 424 Disc + Sapim Race 28"" Laufrad",https://www.bike-components.de/en/SON/28-Disc-6-Loch-XM-424-Disc-Sapim-Race-28-Laufrad-p57981/,276.47 €,,https://static.bike-components.de/cache/p/s1/5/7/SON-28-Disc-6-Loch-XM-424-Disc-Sapim-Race-28-Laufrad-57981-0-1507730280.jpeg,Wheels,"700c (28"") Wheels"
Shimano WH-RS700-C30-TL Carbon Wheelset,https://www.bike-components.de/en/Shimano/WH-RS700-C30-TL-Carbon-Wheelset-p58057/,654.62 €,,https://static.bike-components.de/cache/p/s1/5/8/Shimano-WH-RS700-C30-TL-Carbon-Wheelset-58057-0-1497936847.jpeg,Wheels,"700c (28"") Wheels"
Shimano WH-RS770-C30-TL Disc Center Lock Carbon Wheelset,https://www.bike-components.de/en/Shimano/WH-RS770-C30-TL-Disc-Center-Lock-Carbon-Wheelset-p58061/,696.64 €,,,Wheels,"700c (28"") Wheels"
DT Swiss ARC 1100 DICUT® DB 48 Road Laufradsatz,https://www.bike-components.de/en/DT-Swiss/ARC-1100-DICUT-DB-48-Road-Laufradsatz-p58090/,"1,553.78 €",,,Wheels,"700c (28"") Wheels"
DT Swiss PRC 1400 SPLINE® DB 65 Road Laufradsatz,https://www.bike-components.de/en/DT-Swiss/PRC-1400-SPLINE-DB-65-Road-Laufradsatz-p58099/,"1,301.68 €",,,Wheels,"700c (28"") Wheels"
DT Swiss PRC 1400 SPLINE® 35 Road Laufradsatz,https://www.bike-components.de/en/DT-Swiss/PRC-1400-SPLINE-35-Road-Laufradsatz-p58103/,"1,259.66 €",,,Wheels,"700c (28"") Wheels"
Campagnolo Bora One 50 DB Bright Label Center Lock Tubular Wheelset - 2018,https://www.bike-components.de/en/Campagnolo/Bora-One-50-DB-Bright-Label-Center-Lock-Tubular-Wheelset-2018-p58227/,"1,259.66 €",,,Wheels,"700c (28"") Wheels"
Campagnolo Bora One 50 DB Bright Label Center Lock Tubular Wheelset - 2018,https://www.bike-components.de/en/Campagnolo/Bora-One-50-DB-Bright-Label-Center-Lock-Tubular-Wheelset-2018-p58228/,"1,259.66 €",,,Wheels,"700c (28"") Wheels"
Campagnolo Bora One 35 DB Bright Label Center Lock Tubular Wheelset - 2018,https://www.bike-components.de/en/Campagnolo/Bora-One-35-DB-Bright-Label-Center-Lock-Tubular-Wheelset-2018-p58230/,"1,259.66 €",,,Wheels,"700c (28"") Wheels"
Campagnolo Bora One 50 Dark Label Carbon Tubular Wheelset - 2018 Model,https://www.bike-components.de/en/Campagnolo/Bora-One-50-Dark-Label-Carbon-Tubular-Wheelset-2018-Model-p58231/,"1,259.66 €",,,Wheels,"700c (28"") Wheels"
Campagnolo Bora One 35 Dark Label Carbon Tubular Wheelset - 2018 Model,https://www.bike-components.de/en/Campagnolo/Bora-One-35-Dark-Label-Carbon-Tubular-Wheelset-2018-Model-p58233/,"1,259.66 €",,,Wheels,"700c (28"") Wheels"
Campagnolo Bora One 50 Dark Label Carbon Wheelset - 2018 Model,https://www.bike-components.de/en/Campagnolo/Bora-One-50-Dark-Label-Carbon-Wheelset-2018-Model-p58234/,"1,427.73 €",,,Wheels,"700c (28"") Wheels"
Campagnolo Bora One 35 Dark Label Carbon Wheelset - 2018 Model,https://www.bike-components.de/en/Campagnolo/Bora-One-35-Dark-Label-Carbon-Wheelset-2018-Model-p58235/,"1,427.73 €",,,Wheels,"700c (28"") Wheels"
Campagnolo Bora One 50 Bright Label Carbon Wheelset - 2018 Model,https://www.bike-components.de/en/Campagnolo/Bora-One-50-Bright-Label-Carbon-Wheelset-2018-Model-p58236/,"1,427.73 €",,,Wheels,"700c (28"") Wheels"
Campagnolo Bora Ultra 50 Dark Label Carbon Wheelset - 2018 Model,https://www.bike-components.de/en/Campagnolo/Bora-Ultra-50-Dark-Label-Carbon-Wheelset-2018-Model-p58239/,"from  1,847.90€",,https://static.bike-components.de/cache/p/s1/5/8/Campagnolo-Bora-Ultra-50-Dark-Label-Carbon-Wheelset-2018-Model-58239-0-1498730556.jpeg,Wheels,"700c (28"") Wheels"
Campagnolo Zonda DB Disc 6-bolt Wheelset - 2018 Model,https://www.bike-components.de/en/Campagnolo/Zonda-DB-Disc-6-bolt-Wheelset-2018-Model-p58249/,from  402.52€,,https://static.bike-components.de/cache/p/s1/5/8/Campagnolo-Zonda-DB-Disc-6-bolt-Wheelset-2018-Model-58249-0-1511785794.jpeg,Wheels,"700c (28"") Wheels"
DT Swiss PR 1600 SPLINE® DB 23 Road Wheelset,https://www.bike-components.de/en/DT-Swiss/PR-1600-SPLINE-DB-23-Road-Wheelset-p59116/,377.31 €,,https://static.bike-components.de/cache/p/s1/5/9/DT-Swiss-PR-1600-SPLINE-DB-23-Road-Wheelset-59116-0-1502172637.jpeg,Wheels,"700c (28"") Wheels"
Fulcrum Speed 40T Carbon Tubular Wheelset - 2018 Model,https://www.bike-components.de/en/Fulcrum/Speed-40T-Carbon-Tubular-Wheelset-2018-Model-p59181/,"1,679.83 €",,https://static.bike-components.de/cache/p/s1/5/9/Fulcrum-Speed-40T-Carbon-Tubular-Wheelset-2018-Model-59181-0-1515493589.jpeg,Wheels,"700c (28"") Wheels"
Fulcrum Speed 55T Carbon Tubular Wheelset - 2018 Model,https://www.bike-components.de/en/Fulcrum/Speed-55T-Carbon-Tubular-Wheelset-2018-Model-p59183/,"from  1,511.76€",,https://static.bike-components.de/cache/p/s1/5/9/Fulcrum-Speed-55T-Carbon-Tubular-Wheelset-2018-Model-59183-0-1518539763.jpeg,Wheels,"700c (28"") Wheels"
Zipp 202 Firecrest® Carbon Clincher Tubeless Disc 6-bolt Wheelset,https://www.bike-components.de/en/Zipp/202-Firecrest-Carbon-Clincher-Tubeless-Disc-6-bolt-Wheelset-p59394/,"1,931.93 €",,https://static.bike-components.de/cache/p/s1/5/9/Zipp-202-Firecrest-Carbon-Clincher-Tubeless-Disc-6-bolt-Wheelset-59394-0-1503067457.jpeg,Wheels,"700c (28"") Wheels"
Zipp 404 Firecrest® Carbon Clincher Tubeless Disc 6-bolt Wheelset,https://www.bike-components.de/en/Zipp/404-Firecrest-Carbon-Clincher-Tubeless-Disc-6-bolt-Wheelset-p59397/,"1,931.93 €",,https://static.bike-components.de/cache/p/s1/5/9/Zipp-404-Firecrest-Carbon-Clincher-Tubeless-Disc-6-bolt-Wheelset-59397-0-1503067458.jpeg,Wheels,"700c (28"") Wheels"
Zipp 202 NSW Carbon Clincher Tubeless Disc Center Lock Wheelset,https://www.bike-components.de/en/Zipp/202-NSW-Carbon-Clincher-Tubeless-Disc-Center-Lock-Wheelset-p59402/,"2,352.10 €",,https://static.bike-components.de/cache/p/s1/5/9/Zipp-202-NSW-Carbon-Clincher-Tubeless-Disc-Center-Lock-Wheelset-59402-0-1503067460.jpeg,Wheels,"700c (28"") Wheels"
Zipp 303 NSW Carbon Clincher Tubeless Disc Center Lock Wheelset,https://www.bike-components.de/en/Zipp/303-NSW-Carbon-Clincher-Tubeless-Disc-Center-Lock-Wheelset-p59405/,"2,268.07 €",,https://static.bike-components.de/cache/p/s1/5/9/Zipp-303-NSW-Carbon-Clincher-Tubeless-Disc-Center-Lock-Wheelset-59405-0-1503067461.jpeg,Wheels,"700c (28"") Wheels"
Zipp 404 NSW Carbon Clincher Tubeless Disc Center Lock Wheelset,https://www.bike-components.de/en/Zipp/404-NSW-Carbon-Clincher-Tubeless-Disc-Center-Lock-Wheelset-p59407/,"2,268.07 €",,https://static.bike-components.de/cache/p/s1/5/9/Zipp-404-NSW-Carbon-Clincher-Tubeless-Disc-Center-Lock-Wheelset-59407-0-1503067462.jpeg,Wheels,"700c (28"") Wheels"
Acros A-Wheel Road Disc 6-bolt Carbon Wheelset,https://www.bike-components.de/en/Acros/A-Wheel-Road-Disc-6-bolt-Carbon-Wheelset-p59612/,"1,133.61 €",,https://static.bike-components.de/cache/p/s1/5/9/Acros-A-Wheel-Road-Disc-6-bolt-Carbon-Wheelset-59612-0-1503672008.jpeg,Wheels,"700c (28"") Wheels"
Acros A-Wheel Road Disc 6-bolt SLS Carbon Wheelset,https://www.bike-components.de/en/Acros/A-Wheel-Road-Disc-6-bolt-SLS-Carbon-Wheelset-p59613/,"1,301.68 €",,https://static.bike-components.de/cache/p/s1/5/9/Acros-A-Wheel-Road-Disc-6-bolt-SLS-Carbon-Wheelset-59613-0-1503672009.jpeg,Wheels,"700c (28"") Wheels"
Mavic Ksyrium WTS Disc Center Lock Wheelset - 2018 Model,https://www.bike-components.de/en/Mavic/Ksyrium-WTS-Disc-Center-Lock-Wheelset-2018-Model-p59829/,331.93 €,,,Wheels,"700c (28"") Wheels"
Mavic Ksyrium WTS Disc 6-bolt Wheelset - 2018 Model,https://www.bike-components.de/en/Mavic/Ksyrium-WTS-Disc-6-bolt-Wheelset-2018-Model-p59830/,335.29 €,,,Wheels,"700c (28"") Wheels"
Mavic Allroad Pro 30 UST WTS Disc Center Lock Wheelset,https://www.bike-components.de/en/Mavic/Allroad-Pro-30-UST-WTS-Disc-Center-Lock-Wheelset-p59831/,688.24 €,,,Wheels,"700c (28"") Wheels"
Mavic Allroad Elite 30 UST WTS Disc Center Lock Wheelset,https://www.bike-components.de/en/Mavic/Allroad-Elite-30-UST-WTS-Disc-Center-Lock-Wheelset-p59837/,570.59 €,,,Wheels,"700c (28"") Wheels"
Mavic Allroad Elite 30 UST WTS Disc 6-bolt Wheelset,https://www.bike-components.de/en/Mavic/Allroad-Elite-30-UST-WTS-Disc-6-bolt-Wheelset-p59839/,503.36 €,,,Wheels,"700c (28"") Wheels"
Zipp 858 NSW Carbon Clincher Wheelset,https://www.bike-components.de/en/Zipp/858-NSW-Carbon-Clincher-Wheelset-p60296/,"3,276.47 €",,,Wheels,"700c (28"") Wheels"
Zipp 858 NSW Disc Center Lock Carbon Clincher Wheelset,https://www.bike-components.de/en/Zipp/858-NSW-Disc-Center-Lock-Carbon-Clincher-Wheelset-p60299/,"3,688.24 €",,,Wheels,"700c (28"") Wheels"
"SON 28 + Open Pro UST + Sapim Race 28"" Wheel",https://www.bike-components.de/en/SON/28-Open-Pro-UST-Sapim-Race-28-Wheel-p61485/,276.47 €,,,Wheels,"700c (28"") Wheels"
"SON Delux 12 + Open Pro UST Disc + Sapim Race 28"" Wheel",https://www.bike-components.de/en/SON/Delux-12-Open-Pro-UST-Disc-Sapim-Race-28-Wheel-p61486/,335.29 €,,,Wheels,"700c (28"") Wheels"
DT Swiss ER 1600 SPLINE® DB 23 Road Laufradsatz,https://www.bike-components.de/en/DT-Swiss/ER-1600-SPLINE-DB-23-Road-Laufradsatz-p61749/,377.31 €,,,Wheels,"700c (28"") Wheels"
"bc basic Race Ultegra Disc Center Lock 28"" Wheel",https://www.bike-components.de/en/bc-basic/Race-Ultegra-Disc-Center-Lock-28-Wheel-p63423/,from  125.21€,,,Wheels,"700c (28"") Wheels"
"bc basic Race Ultegra Disc Center Lock 28"" Wheelset",https://www.bike-components.de/en/bc-basic/Race-Ultegra-Disc-Center-Lock-28-Wheelset-p63424/,293.28 €,,,Wheels,"700c (28"") Wheels"
"bc basic Race Shutter Precision Disc Center Lock 28"" Wheel",https://www.bike-components.de/en/bc-basic/Race-Shutter-Precision-Disc-Center-Lock-28-Wheel-p63425/,209.24 €,,https://static.bike-components.de/cache/p/s1/6/3/bc-basic-Race-Shutter-Precision-Disc-Center-Lock-28-Wheel-63425-0-1535532825.jpeg,Wheels,"700c (28"") Wheels"
"bc basic Race Shutter Precision/Ultegra Disc Center Lock 28"" Wheelset",https://www.bike-components.de/en/bc-basic/Race-Shutter-Precision-Ultegra-Disc-Center-Lock-28-Wheelset-p63429/,377.31 €,,https://static.bike-components.de/cache/p/s1/6/3/bc-basic-Race-Shutter-Precision-Ultegra-Disc-Center-Lock-28-Wheelset-63429-0-1536054933.jpeg,Wheels,"700c (28"") Wheels"
Zipp 303 Firecrest® Carbon Tubular Wheelset - 2018 Model,https://www.bike-components.de/en/Zipp/303-Firecrest-Carbon-Tubular-Wheelset-2018-Model-p63583/,"1,679.83 €",,https://static.bike-components.de/cache/p/s1/6/3/Zipp-303-Firecrest-Carbon-Tubular-Wheelset-2018-Model-63583-0-1526641147.jpeg,Wheels,"700c (28"") Wheels"
DT Swiss CRC 1400 SPLINE® DB 24 Road Wheelset,https://www.bike-components.de/en/DT-Swiss/CRC-1400-SPLINE-DB-24-Road-Wheelset-p64141/,"1,301.68 €",,https://static.bike-components.de/cache/p/s1/6/4/DT-Swiss-CRC-1400-SPLINE-DB-24-Road-Wheelset-64141-0-1544531249.jpeg,Wheels,"700c (28"") Wheels"
DT Swiss ARC 1100 DICUT® 62/80 Road Wheelset,https://www.bike-components.de/en/DT-Swiss/ARC-1100-DICUT-62-80-Road-Wheelset-p64180/,"1,553.78 €",,https://static.bike-components.de/cache/p/s1/6/4/DT-Swiss-ARC-1100-DICUT-62-80-Road-Wheelset-64180-0-1521555225.jpeg,Wheels,"700c (28"") Wheels"
DT Swiss ARC 1100 DICUT® 48/62 Road Wheelset,https://www.bike-components.de/en/DT-Swiss/ARC-1100-DICUT-48-62-Road-Wheelset-p64181/,"1,553.78 €",,https://static.bike-components.de/cache/p/s1/6/4/DT-Swiss-ARC-1100-DICUT-48-62-Road-Wheelset-64181-0-1521538608.jpeg,Wheels,"700c (28"") Wheels"
DT Swiss ARC 1100 DICUT® DB 48/62 Road Wheelset,https://www.bike-components.de/en/DT-Swiss/ARC-1100-DICUT-DB-48-62-Road-Wheelset-p64184/,"1,553.78 €",,https://static.bike-components.de/cache/p/s1/6/4/DT-Swiss-ARC-1100-DICUT-DB-48-62-Road-Wheelset-64184-0-1532700873.jpeg,Wheels,"700c (28"") Wheels"
Zipp 303 NSW Carbon Clincher Tubeless Wheelset - 2018 Model,https://www.bike-components.de/en/Zipp/303-NSW-Carbon-Clincher-Tubeless-Wheelset-2018-Model-p64381/,"2,352.10 €",,https://static.bike-components.de/cache/p/s1/6/4/Zipp-303-NSW-Carbon-Clincher-Tubeless-Wheelset-2018-Model-64381-0-1527848253.jpeg,Wheels,"700c (28"") Wheels"
Zipp 404 NSW Carbon Clincher Tubeless Wheelset - 2018 Model,https://www.bike-components.de/en/Zipp/404-NSW-Carbon-Clincher-Tubeless-Wheelset-2018-Model-p64383/,"2,352.10 €",,https://static.bike-components.de/cache/p/s1/6/4/Zipp-404-NSW-Carbon-Clincher-Tubeless-Wheelset-2018-Model-64383-0-1527848254.jpeg,Wheels,"700c (28"") Wheels"
Zipp 606 Firecrest® Carbon Clincher Wheelset - 2018 Model,https://www.bike-components.de/en/Zipp/606-Firecrest-Carbon-Clincher-Wheelset-2018-Model-p64397/,"1,847.90 €",,https://static.bike-components.de/cache/p/s1/6/4/Zipp-606-Firecrest-Carbon-Clincher-Wheelset-2018-Model-64397-0-1528715037.jpeg,Wheels,"700c (28"") Wheels"
rie:sel b170 Road Carbon Wheelset - 2018 Model,https://www.bike-components.de/en/rie-sel/b170-Road-Carbon-Wheelset-2018-Model-p64411/,"1,676.47 €",,https://static.bike-components.de/cache/p/s1/6/4/rie-sel-b170-Road-Carbon-Wheelset-2018-Model-64411-0-1522230082.jpeg,Wheels,"700c (28"") Wheels"
Campagnolo Scirocco DB Disc Center Lock Wheelset - 2019 Model,https://www.bike-components.de/en/Campagnolo/Scirocco-DB-Disc-Center-Lock-Wheelset-2019-Model-p65020/,from  368.91€,,https://static.bike-components.de/cache/p/s1/6/5/Campagnolo-Scirocco-DB-Disc-Center-Lock-Wheelset-2019-Model-65020-0-1528109209.jpeg,Wheels,"700c (28"") Wheels"
Mavic Comete Pro Carbon SL T Wheelset - 2019 Model,https://www.bike-components.de/en/Mavic/Comete-Pro-Carbon-SL-T-Wheelset-2019-Model-p66686/,"1,452.94 €",,,Wheels,"700c (28"") Wheels"
Mavic Comete Pro Carbon SL UST WTS Center Lock Disc Wheelset,https://www.bike-components.de/en/Mavic/Comete-Pro-Carbon-SL-UST-WTS-Center-Lock-Disc-Wheelset-p66687/,"1,343.70 €",,,Wheels,"700c (28"") Wheels"
Mavic Cosmic Ultimate T Carbon Wheelset - 2019 Model,https://www.bike-components.de/en/Mavic/Cosmic-Ultimate-T-Carbon-Wheelset-2019-Model-p66694/,"2,268.07 €",,,Wheels,"700c (28"") Wheels"
"bc basic Race Shutter Precision/Ultegra 28"" Wheelset",https://www.bike-components.de/en/bc-basic/Race-Shutter-Precision-Ultegra-28-Wheelset-p67042/,251.26 €,,,Wheels,"700c (28"") Wheels"
"DT Swiss PRC 1100 DICUT Carbon 35 Mon Chasseral Road 28"" Wheelset",https://www.bike-components.de/en/DT-Swiss/PRC-1100-DICUT-Carbon-35-Mon-Chasseral-Road-28-Wheelset-p67223/,"1,999.16 €",,,Wheels,"700c (28"") Wheels"
"DT Swiss ARC 1400 DICUT Carbon 62 Disc Center Lock Road 28"" Wheelset",https://www.bike-components.de/en/DT-Swiss/ARC-1400-DICUT-Carbon-62-Disc-Center-Lock-Road-28-Wheelset-p67241/,"1,301.68 €",,,Wheels,"700c (28"") Wheels"
"DT Swiss ARC 1400 DICUT Carbon 80 Disc Center Lock Road 28"" Wheelset",https://www.bike-components.de/en/DT-Swiss/ARC-1400-DICUT-Carbon-80-Disc-Center-Lock-Road-28-Wheelset-p67243/,"1,259.66 €",,,Wheels,"700c (28"") Wheels"
"DT Swiss ARC 1400 DICUT Carbon 62/80 Disc Center Lock Road 28"" Wheelset",https://www.bike-components.de/en/DT-Swiss/ARC-1400-DICUT-Carbon-62-80-Disc-Center-Lock-Road-28-Wheelset-p67248/,"1,301.68 €",,,Wheels,"700c (28"") Wheels"
Fulcrum Racing Zero DB Disc Center Lock Laufradsatz Modell 2018,https://www.bike-components.de/en/Fulcrum/Racing-Zero-DB-Disc-Center-Lock-Laufradsatz-Modell-2018-p67460/,839.50 €,,,Wheels,"700c (28"") Wheels"
Fulcrum Racing Zero DB Disc 6-bolt Wheelset - 2018 Model,https://www.bike-components.de/en/Fulcrum/Racing-Zero-DB-Disc-6-bolt-Wheelset-2018-Model-p67603/,839.50 €,,,Wheels,"700c (28"") Wheels"
Fulcrum Speed 40C-55C Combo Carbon C17 Wheelset,https://www.bike-components.de/en/Fulcrum/Speed-40C-55C-Combo-Carbon-C17-Wheelset-p67959/,"1,553.78 €",,,Wheels,"700c (28"") Wheels"
NoTubes ZTR Grail MK3 Disc 6-bolt Wheelset,https://www.bike-components.de/en/NoTubes/ZTR-Grail-MK3-Disc-6-bolt-Wheelset-p67972/,528.57 €,,,Wheels,"700c (28"") Wheels"
tune TSR 22 Road Disc Center Lock Wheelset,https://www.bike-components.de/en/tune/TSR-22-Road-Disc-Center-Lock-Wheelset-p68769/,545.38 €,,https://static.bike-components.de/cache/p/s1/6/8/tune-TSR-22-Road-Disc-Center-Lock-Wheelset-68769-0-1546001590.jpeg,Wheels,"700c (28"") Wheels"
"bc basic Alfine Disc Center Lock 28"" 8-speed Wheelset",https://www.bike-components.de/en/bc-basic/Alfine-Disc-Center-Lock-28-8-speed-Wheelset-p70647/,268.07 €,,https://static.bike-components.de/cache/p/s1/7/0/bc-basic-Alfine-Disc-Center-Lock-28-8-speed-Wheelset-70647-0-1557998607.jpeg,Wheels,"700c (28"") Wheels"
NEWMEN Advanced SL R.38 Gen2 Straightpull Disc Center Lock Carbon Laufradsatz,https://www.bike-components.de/en/NEWMEN/Advanced-SL-R-38-Gen2-Straightpull-Disc-Center-Lock-Carbon-Laufradsatz-p70863/,"1,342.86 €",,https://static.bike-components.de/cache/p/s1/7/0/NEWMEN-Advanced-SL-R-38-Gen2-Straightpull-Disc-Center-Lock-Carbon-Laufradsatz-70863-0-1556290387.jpeg,Wheels,"700c (28"") Wheels"
Easton EA90 SLX Laufrad,https://www.bike-components.de/en/Easton/EA90-SLX-Laufrad-p40081/,402.52 €,,https://static.bike-components.de/cache/p/s1/4/0/Easton-EA90-SLX-Laufrad-40081-0-1481259215.jpeg,Wheels,"700c (28"") Wheels"
Easton EA70 Laufrad,https://www.bike-components.de/en/Easton/EA70-Laufrad-p40083/,121.85 €,,https://static.bike-components.de/cache/p/s1/4/0/Easton-EA70-Laufrad-40083-0-1481259746.jpeg,Wheels,"700c (28"") Wheels"
Ritchey WCS Apex Carbon 38 mm Center Lock Disc Wheelset,https://www.bike-components.de/en/Ritchey/WCS-Apex-Carbon-38-mm-Center-Lock-Disc-Wheelset-p46471/,"1,091.60 €",,https://static.bike-components.de/cache/p/s1/4/6/Ritchey-WCS-Apex-Carbon-38-mm-Center-Lock-Disc-Wheelset-46471-0-1481264597.jpeg,Wheels,"700c (28"") Wheels"
Zipp 30 Course 6-bolt Disc Tubular Wheelset,https://www.bike-components.de/en/Zipp/30-Course-6-bolt-Disc-Tubular-Wheelset-p48769/,612.61 €,,https://static.bike-components.de/cache/p/s1/4/8/Zipp-30-Course-6-bolt-Disc-Tubular-Wheelset-48769-0-1504167576.jpeg,Wheels,"700c (28"") Wheels"
Zipp 303 Firecrest® 6-bolt Disc Carbon Tubular Wheelset,https://www.bike-components.de/en/Zipp/303-Firecrest-6-bolt-Disc-Carbon-Tubular-Wheelset-p48940/,"1,705.04 €",,https://static.bike-components.de/cache/p/s1/4/8/Zipp-303-Firecrest-6-bolt-Disc-Carbon-Tubular-Wheelset-48940-0-1504167651.jpeg,Wheels,"700c (28"") Wheels"
Zipp 404 Firecrest® Track Carbon Tubular Wheelset,https://www.bike-components.de/en/Zipp/404-Firecrest-Track-Carbon-Tubular-Wheelset-p48953/,"1,570.59 €",,https://static.bike-components.de/cache/p/s1/4/8/Zipp-404-Firecrest-Track-Carbon-Tubular-Wheelset-48953-0-1504167588.jpeg,Wheels,"700c (28"") Wheels"
Zipp 808 Firecrest® Carbon Tubular Wheelset,https://www.bike-components.de/en/Zipp/808-Firecrest-Carbon-Tubular-Wheelset-p48958/,"1,679.83 €",,https://static.bike-components.de/cache/p/s1/4/8/Zipp-808-Firecrest-Carbon-Tubular-Wheelset-48958-0-1504167591.jpeg,Wheels,"700c (28"") Wheels"
Zipp 808 Firecrest® Track Carbon Tubular Wheelset,https://www.bike-components.de/en/Zipp/808-Firecrest-Track-Carbon-Tubular-Wheelset-p48961/,"1,789.08 €",,https://static.bike-components.de/cache/p/s1/4/8/Zipp-808-Firecrest-Track-Carbon-Tubular-Wheelset-48961-0-1504167592.jpeg,Wheels,"700c (28"") Wheels"
Zipp Super-9 Carbon Clincher Road Disc Wheel,https://www.bike-components.de/en/Zipp/Super-9-Carbon-Clincher-Road-Disc-Wheel-p48963/,"1,679.83 €",,https://static.bike-components.de/cache/p/s1/4/8/Zipp-Super-9-Carbon-Clincher-Road-Disc-Wheel-48963-0-1504167658.jpeg,Wheels,"700c (28"") Wheels"
Zipp Super-9 Carbon Clincher Track Disc Wheel,https://www.bike-components.de/en/Zipp/Super-9-Carbon-Clincher-Track-Disc-Wheel-p48964/,"1,679.83 €",,,Wheels,"700c (28"") Wheels"
Zipp Super-9 Carbon Tubular Road Disc Wheel,https://www.bike-components.de/en/Zipp/Super-9-Carbon-Tubular-Road-Disc-Wheel-p48965/,"1,595.80 €",,,Wheels,"700c (28"") Wheels"
Zipp Super-9 Carbon Tubular Track Disc Wheel,https://www.bike-components.de/en/Zipp/Super-9-Carbon-Tubular-Track-Disc-Wheel-p48966/,"1,595.80 €",,,Wheels,"700c (28"") Wheels"
